Conc_Nr;Composer;WorkNr;Modern Ed;Concordances;Comment
Conc_4643;Johann Kropfgans;;;B-Br4088 / 11-3r (var.) - D-LEmRos / 50 (var.);
Conc_4644;;;;US-NYpMYO / 18v - A-ETgoëssV / 36v;
Conc_4645;;;;D-B40627 / 139v - US-NYpMYO / 28r;
Conc_4646;;;;PL-Kj40633 / 22v (2) - US-NYpMYO / 37v;
Conc_4647;;;;CZ-BsaE4-1040 / 65r - US-NYpMYO / 28v;
Conc_4648;;;;A-ETgoëssVI / 43v - D-B40627 / 32r;
Conc_4649;;;;A-Wgm7763-92 / 14r - B-Gu3898-2 / 4v;
Conc_4650;;;;A-ETgoëssVI / 29v - D-B40627 / 91v;
Conc_4651;;;;A-WIL1335 / 5-2v - GB-Lbl1868 / 108 (1);
Conc_4652;;;;A-WIL1335 / 5-1r - GB-Lbl1868 / 108 (2);
Conc_4653;;;;A-WIL1335 / 5-2r (incomplete) - GB-Lbl1868 / 97;
Conc_4654;;;;A-WIL1335 / 5-1v - GB-Lbl1868 / 98;
Conc_4655;;;;A-WIL1335 / 9-1r - A-WIL1335 / 18-1r;
Conc_4656;;;;A-WIL1335 / 9-1v (1) - A-WIL1335 / 18-1v (1);
Conc_4657;;;;A-WIL1335 / 9-1v (2) - A-WIL1335 / 18-1v (2);
Conc_4658;;;;A-WIL1335 / 9-2r (1) - A-WIL1335 / 18-2r (1);
Conc_4659;;;;A-WIL1335 / 9-2r (2) - A-WIL1335 / 18-2r (2);
Conc_4660;;;;A-WIL1335 / 17-1v - GB-Lbl1868 / 69;
Conc_4661;;;;A-WIL1335 / 17-2r - GB-Lbl1868 / 70;
Conc_4662;;;;A-WIL1335 / 17-2v (1) - GB-Lbl1868 / 71 (1);
Conc_4663;;;;A-WIL1335 / 17-2v (2) - GB-Lbl1868 / 71 (2);
Conc_4664;;;;A-WIL1335 / 17-1r - GB-Lbl1868 / 72;
Conc_4665;;;;S-N9074 / 36v - S-Sk493a / 109v (kb) - S-U284 / 137 (kb);
Conc_4666;;;;CZ-Bm189 / 50r (2) - CZ-Bm189 / 51r (2, var.);
Conc_4667;;CLFDuf, N°201;;F-Pn89 / 46;
Conc_4668;;;;F-Pn89 / 14 (end) - F-Pn89 / 43;
Conc_4669;;;;A-SaeMus17 / 35v - B-Bc5619 / 68v (mand) - CZ-Bm27750 / 5r - CZ-Bsa296E6k139 / 130 - D-KA1215 / 17;
Conc_4670;;;;B-Bc5619 / 41v (mand) - CZ-Bsa296E6k139 / 147 (mand) - CZ-Bm27750 / 16v (1, mand) - A-Gl1869 / 23v (mand);
Conc_4671;;;;CZ-Bsa296E6k139 / 142 (mand) - CZ-Bm27750 / 17v (2, mand) - D-KA1272-1 / 153v (mand);
Conc_4672;;;;B-Bc15 / 56 (Furlana) - GB-Lbl1868 / 40 (Allegro);
Conc_4673;Egidio Duni;;;D-As / 56.78 - RISM704001334;
Conc_4674;;;;D-As509 / 127 - PL-Kj40146 / 18r (1);
Conc_4675;;;;CZ-Bm20545 / 13r (1) - PL-Kj40146 / 39r (1);
Conc_4676;;;;CZ-Bm20545 / 13r (3) - CZ-Bm20545 / 14v (1) - PL-Kj40146 / 39v (1);
Conc_4677;;;;CZ-Bm20545 / 13v (2) - PL-Kj40146 / 39v (2);
Conc_4678;;;;D-DS1655 / 1v - GB-LblAdd16889 / 88v;
Conc_4679;;;;A-Ssp01 / 48 - D-AM39 / 46r - D-As290 / 49v - D-B40179 / 42v - D-Hs3242 / 20r (1) - D-KA1272-1 / 83r - D-KA1272-2 / 25r - D-KA2838 / 22;
Conc_4680;Schiffelholtz;;;CZ-Bm27750 / 39v - D-Dl2806-V-4 / 6 - D-KA1272-1 / 2v - D-KA1272-1 / 80r - D-KA1272-2 / 51v (2);
Conc_4681;;;;D-KA1272-1 / 3v - D-KA1272-1 / 80v - D-KA1272-2 / 52v (1);
Conc_4682;;;;D-KA1272-1 / 4r - D-KA1272-1 / 81r - D-KA1272-2 / 52v (2);
Conc_4683;;;;D-KA1272-1 / 4v - D-KA1272-1 / 81v - D-KA1272-2 / 53r;
Conc_4684;;;;D-KA1272-1 / 5r - D-KA1272-2 / 53v;
Conc_4685;;;;D-KA1272-1 / 5v (2) - D-KA1272-2 / 54r (1);
Conc_4686;;;;A-Gl1869 / 29r (2) - A-SB1732 / 5v - A-Ssp01 / 31 - CZ-Bm27750 / 33v (1) - D-KA1272-1 / 6r - D-KA1272-2 / 54r (2);
Conc_4687;Schiffelholtz;;;A-SaeMus17 / 7r (2, Gigue) - CZ-Bm27750 / 37r (2) - D-B40179 / 25v - D-Hs3242 / 6v (2) - D-KA1272-1 / 79r - D-Dl2806-V-4 / 4 - D-KA1272-1 / 6v - D-KA1272-2 / 48v (1) - D-KA1272-2 / 48v (2);
Conc_4688;;;;D-KA1272-1 / 7r - D-KA1272-2 / 54v (1);
Conc_4689;;;;D-KA1272-1 / 7v - D-KA1272-2 / 54v (2);
Conc_4690;;;;A-Ssp01 / 37 - D-KA1272-1 / 8v - D-KA1272-2 / 55r;
Conc_4691;;;;D-KA1272-1 / 9r - D-KA1272-2 / 56r (1);
Conc_4692;;;;D-KA1272-1 / 9v - D-KA1272-2 / 13r;
Conc_4693;;;;D-KA1272-1 / 10v - D-KA1272-2 / 13v;
Conc_4694;Schiffelholtz;;;A-SaeMus17 / 10v - A-Ssp01 / 29 - CZ-Bsa296E6k139 / 129 - CZ-Bm27750 / 9v (2) - CZ-Bm27750 / 45v - D-Dl2806-V-4 / 3 (1) - D-KA1272-1 / 12r - D-KA1272-1 / 78v (1) - D-KA1272-2 / 55v;
Conc_4695;;;;D-KA1272-1 / 12v (1) - D-KA1272-2 / 14v (1);
Conc_4696;Schiffelholtz;;;D-Dl2806-V-4 / 18 (1) - D-KA1272-1 / 12v (2) - D-KA1272-2 / 56r (2);
Conc_4697;;;;D-KA1272-1 / 13r - D-KA1272-2 / 14v (2);
Conc_4698;;;;D-KA1272-1 / 13v (1) - D-KA1272-2 / 56v (1);
Conc_4699;;;;D-KA1272-1 / 13v (2) - D-KA1272-2 / 56v (2);
Conc_4700;;;;D-KA1272-1 / 14r - D-KA1272-2 / 56v (3);
Conc_4701;;;;D-KA1272-1 / 14v - D-KA1272-2 / 57r;
Conc_4702;;;;D-KA1272-1 / 15r - D-KA1272-2 / 57v (1);
Conc_4703;;;;D-KA1272-1 / 15v (1) - D-KA1272-2 / 57v (2);
Conc_4704;;;;D-KA1272-1 / 15v (2) - D-KA1272-2 / 58r (1);
Conc_4705;;;;D-KA1272-1 / 16r - D-KA1272-2 / 58r (2);
Conc_4706;;;;D-KA1272-1 / 17v - D-KA1272-2 / 58v;
Conc_4707;;;;D-KA1272-1 / 18r - D-KA1272-2 / 59r;
Conc_4708;;;;D-KA1272-1 / 18v (1) - D-KA1272-2 / 59v (1);cf. A-SaeMus17 / 6v
Conc_4709;;;;D-KA1272-1 / 18v (2) - D-KA1272-2 / 59v (2);
Conc_4710;;;;D-KA1272-1 / 19v - D-KA1272-2 / 60r;
Conc_4711;;;;D-KA1272-1 / 20v (1) - D-KA1272-2 / 60v (1);
Conc_4712;;;;D-KA1272-1 / 20v (2) - D-KA1272-2 / 60v (2);
Conc_4713;;;;D-KA1272-1 / 21v - D-KA1272-2 / 61v;
Conc_4714;;;;D-KA1272-1 / 22r - D-KA1272-2 / 61r;
Conc_4715;;;;D-KA1272-1 / 22v - D-KA1272-2 / 62r;
Conc_4716;;;;D-KA1272-1 / 23r - D-KA1272-2 / 62v (1);
Conc_4717;;;;D-KA1272-1 / 23v - D-KA1272-2 / 62v (2);
Conc_4718;;;;D-KA1272-1 / 24v (1) - D-KA1272-2 / 63r;
Conc_4719;;;;D-KA1272-1 / 24v (2) - D-KA1272-2 / 63v;
Conc_4720;Schiffelholtz;;;D-Dl2806-V-4 / 16 (1) - D-KA1272-1 / 25v - D-KA1272-1 / 86r - D-KA1272-2 / 64r - D-Hs3242 / 49v (2);
Conc_4721;Schiffelholtz;;;D-Dl2806-V-4 / 16 (2) - D-KA1272-1 / 26r - D-KA1272-1 / 107v (2) - D-KA1272-2 / 64v (1);
Conc_4722;;;;D-KA1272-1 / 26v - D-KA1272-2 / 64v (2);
Conc_4723;;;;D-KA1272-1 / 27r - D-KA1272-2 / 65r;
Conc_4724;;;;D-KA1272-1 / 38v (1) - D-KA1272-2 / 65v (1);
Conc_4725;;;;CZ-Bm27750 / 41v - D-AM39 / 39r - D-KA1272-1 / 38v (2) - D-KA1272-2 / 65v (2);
Conc_4726;;;;D-KA1272-1 / 39r - D-KA1272-2 / 65v (3);
Conc_4727;;;;D-KA1272-1 / 39v (1) - D-KA272-2 / 66r (1);
Conc_4728;;;;D-KA1272-1 / 39v (2) - D-KA1272-2 / 66r (2);
Conc_4729;;;;D-KA1272-1 / 40v - D-KA1272-2 / 66v;
Conc_4730;;;;D-KA1272-1 / 41r - D-KA1272-2 / 67r;
Conc_4731;;;;B-Bc5619 / 7v (2) - D-KA2838 / 43;
Conc_4732;;;;D-KA1272-1 / 42v - D-KA1272-2 / 68v;
Conc_4733;;;;D-KA1272-1 / 43v - D-KA1272-2 / 69r;
Conc_4734;;;;D-KA1272-1 / 44r - D-KA1272-2 / 69v;
Conc_4735;;;;D-KA1272-1 / 44v - D-KA1272-2 / 70r;
Conc_4736;;;;D-KA1272-1 / 45r - D-KA1272-2 / 70v (1);
Conc_4737;;;;D-KA1272-1 / 45v - D-KA1272-2 / 70v (2);
Conc_4738;;;;D-KA1272-1 / 46r - D-KA1272-2 / 71r;
Conc_4739;;;;D-KA1272-1 / 46v - D-KA1272-2 / 71v (1);
Conc_4740;;;;A-SaeMus17 / 8r (2) - A-SaeMus17 / 76v (1) - A-Ssp01 / 2 - CZ-Bm27750 / 42r (1) - D-AM39 / 38v - D-B40179 / 1v - D-KA1272-1 / 47r - D-KA1272-2 / 71v (2) - H-BuF36 / 55;
Conc_4741;;;;D-KA1272-1 / 47v - D-KA1272-2 / 72r;
Conc_4742;;;;D-KA1272-1 / 48r - D-KA1272-2 / 5v (2);
Conc_4743;;;;A-SaeMus17 / 9v - A-SaeMus17 / 76v (2) - A-Ssp01 / 7 - D-AM39 / 39v - D-B40179 / 4v - D-KA1272-1 / 48v - D-KA1272-2 / 7r (2);
Conc_4744;;;;D-KA1272-1 / 49r - D-KA1272-2 / 72v;
Conc_4745;;;;D-KA1272-1 / 51r - D-KA1272-2 / 73r;
Conc_4746;;;;D-KA1272-1 / 51v - D-KA1272-2 / 73v (1);
Conc_4747;;;;D-KA1272-1 / 52r - D-KA1272-2 / 73v (2);
Conc_4748;;;;D-KA1272-1 / 52v - D-KA1272-2 / 74v;
Conc_4749;;;;D-KA1272-1 / 53v - D-KA1272-2 / 75r;
Conc_4750;;;;D-KA1272-1 / 54r - D-KA1272-2 / 75v (1);
Conc_4751;;;;D-KA1272-1 / 54v - D-KA1272-2 / 75v (2);
Conc_4752;;;;D-KA1272-1 / 55r - D-KA1272-1 / 84r - D-KA1272-2 / 76r;
Conc_4753;;;;D-KA1272-1 / 55v - D-KA1272-2 / 74r;
Conc_4754;;;;A-Gl1869 / 22r - A-Gl1869 / 65v (3) - D-KA1272-1 / 56v - D-KA1272-2 / 76v (1);
Conc_4755;;;;CZ-Bsa296E6k139 / 148 - CZ-Bm27750 / 15v (1) - D-As290 / 80r - D-As290 / 145v - D-B40179 / 61v (1) - D-KA1272-1 / 57r - D-KA1272-2 / 42r (2);
Conc_4756;;;;D-KA1272-1 / 57v - D-KA1272-2 / 77r (1);
Conc_4757;;;;D-KA1272-1 / 58r - D-KA1272-2 / 42r (1) - D-AM39 / 51v - CZ-Bm27750 / 10r (2) - D-As290 / 76v - D-B40179 / 59v;
Conc_4758;;;;A-Ssp01 / 95 - D-KA1272-1 / 58v - D-KA1272-2 / 43r (1);
Conc_4759;;;;A-SaeMus17 / 32v - D-As290 / 142v - D-B40179 / 58v - D-KA1272-1 / 59v - D-KA1272-2 / 28r - D-KA1272-2 / 41v - D-Hs3242 / 26r;
Conc_4760;;;;D-As290 / 87v - D-B40179 / 62r - D-KA1272-1 / 60v - D-KA1272-2 / 42v;
Conc_4761;;;;D-KA1272-1 / 61r - D-KA1272-2 / 76v (2);
Conc_4762;;;;D-KA1272-1 / 61v (1) - D-KA1272-2 / 77v (1);
Conc_4763;;;;D-KA1272-1 / 61v (2) - D-KA1272-2 / 77v (2);
Conc_4764;;;;D-KA1272-1 / 62r - D-KA1272-2 / 77r (2);
Conc_4765;;;;D-KA1272-1 / 62v - D-KA1272-2 / 78r;
Conc_4766;;;;D-KA1272-1 / 63v - D-KA1272-2 / 78v;
Conc_4767;;;;D-KA1272-1 / 64r - D-KA1272-2 / 79r;
Conc_4768;;;;A-Gl1869 / 63v - D-KA1272-1 / 64v - D-KA1272-2 / 79v;
Conc_4769;;;;D-KA1272-1 / 65v - D-KA1272-2 / 80v;
Conc_4770;;;;D-KA1272-1 / 66r - D-KA1272-2 / 80r;
Conc_4771;;;;D-KA1272-1 / 66v - D-KA1272-2 / 81r;
Conc_4772;;;;D-KA1272-1 / 67r - D-KA1272-2 / 81v (1);
Conc_4773;;;;D-KA1272-1 / 67v (1) - D-KA1272-2 / 81v (2);
Conc_4774;;;;A-Gl1869 / 64v (2) - D-AM39 / 47v - D-KA1272-1 / 68r - D-KA1272-2 / 82r;
Conc_4775;;;;D-Dl2364-V-1 / 2r - D-Dl2364-V-2 / 1;
Conc_4776;Schiffelholtz;;;D-Dl2806-V-4 / 2 (1) - D-KA1272-1 / 78r (1) - D-B40179 / 65v;
Conc_4777;Schiffelholtz;;;D-Dl2806-V-4 / 11 - D-KA1272-1 / 84r (2);
Conc_4778;;;;D-KA1272-2 / 22v - D-KA1272-2 / 23r;
Conc_4779;;;;B-Bc5619 / 83v - CZ-Bsa296E6k139 / 146 - CZ-Bm27750 / 20v - D-As509 / 8 - D-KA1272-1 / 76v - D-KA1272-2 / 31r - A-SB1732 / 9v - D-KA1215 / 14 - D-KA2838 / 10;
Conc_4780;Schiffelholtz;;;D-Dl2806-V-4 / 4 (2) - D-KA1272-1 / 1v - D-KA1272-1 / 79v - D-KA1272-2 / 50v (2);
Conc_4781;;;;A-SaeMus17 / 66v (2) - A-Ssp01 / 49;
Conc_4782;;;;A-Ssp01 / 57 (1) - D-As290 / 63r - D-B40179 / 46v - D-KA1272-1 / 83v - D-KA1272-1 / 91v (1) - D-KA1272-2 / 26r (1) - D-Hs3242 / 20r (2) - D-Hs3242 / 51r (1);
Conc_4783;Schiffelholtz;;;A-SaeMus17 / 28r (2) - A-SaeMus17 / 67v - A-Ssp01 / 61 - D-B40179 / 47v - CZ-Bm27750 / 13v - D-Dl2806-V-4 / 12 - D-Hs3242 / 22v (2) - D-Hs3242 / 51v (2) - D-KA1272-1 / 84v - D-KA1272-2 / 26v - D-KA2838 / 36;
Conc_4784;;;;D-KA1272-1 / 92v - D-KA1272-2 / 49r;
Conc_4785;Schiffelholtz;;;A-SaeMus17 / 26r (2) - A-Ssp01 / 59 - CZ-Bm27750 / 81v - D-B40179 / 44v - D-Dl2806-V-4 / 13 (1) - D-Hs3242 / 50v (1) - D-KA1272-1 / 91r - D-KA1272-1 / 93v (1) - D-KA1272-2 / 25v (1) - D-KA2838 / 5;
Conc_4786;Schiffelholtz;;;A-Gl1869 / 46v (1) - D-AM39 / 49r - D-As290 / 70v - D-B40179 / 45v - D-Dl2806-V-4 / 13(2) - D-KA1272-1 / 93v (2) - D-KA1272-2 / 26r (2);
Conc_4787;Gumprecht;;;F-Pn48 / 96v - S-Klm21072 / 130v;
Conc_4788;;;;D-KA1272-1 / 17r - D-KA1272-2 / 58v (1);
Conc_4789;;;;A-SaeMus17 / 2v - D-AM39 / 2v (1) - D-As290 / 3v (1);
Conc_4790;;;;D-AM39 / 2v (2) - D-As290 / 3v (2) - D-KA1272-2 / 4r (2);
Conc_4791;;;;D-AM39 / 2v (3) - D-As290 / 3v (3) - D-KA1272-2 / 4r (3);
Conc_4792;;;;D-AM39 / 3r (1) - D-As290 / 4r (1);
Conc_4793;;;;D-AM39 / 3r (2) - D-As290 / 4r (2);
Conc_4794;;;;D-AM39 / 3v (1) - D-As290 / 4v (1);
Conc_4795;;;;D-AM39 / 3v (2) - D-As290 / 4v (2);
Conc_4796;;;;D-AM39 / 4r - D-As290 / 5r;
Conc_4797;;;;D-AM39 / 4v (1) - D-B40179 / 32v;
Conc_4798;;;;A-Ssp01 / 3 - CZ-Bm27750 / 35v (2) - D-AM39 / 4v (2) - D-As290 / 6v - D-KA1272-2 / 6r;
Conc_4799;;;;D-AM39 / 5r (2) - D-As290 / 9v;
Conc_4800;;;;D-AM39 / 6v (1) - D-As290 / 14v (2);
Conc_4801;;;;D-AM39 / 6v (2) - D-As290 / 12v;
Conc_4802;;;;D-AM39 / 7v - D-As290 / 13v;
Conc_4803;;;;D-AM39 / 9v - D-As290 / 11v;
Conc_4804;;;;D-AM39 / 10v (2) - D-As290 / 11r;
Conc_4805;;;;D-AM39 / 11v - D-As290 / 26v;
Conc_4806;;;;D-AM39 / 13r - D-As290 / 28v;
Conc_4807;;;;D-AM39 / 13v - D-As290 / 35v;
Conc_4808;;;;D-AM39 / 14r - D-As290 / 28r;
Conc_4809;;;;D-AM39 / 14v - D-As290 / 31v;
Conc_4810;;;;A-SaeMus17 / 5v (1) - A-Ssp01 / 15 - D-KA1272-1 / 11v - D-AM39 / 15v - D-As290 / 30v;cf. Conc_4947
Conc_4811;;;;A-Ssp01 / 41 - D-AM39 / 16v - D-As290 / 32v;
Conc_4812;;;;D-AM39 / 17v - D-As290 / 34v;
Conc_4813;;;;D-AM39 / 20r - D-As290 / 37v;
Conc_4814;;;;D-AM39 / 22r - D-As290 / 36v;
Conc_4815;;;;D-AM39 / 24r (1) - D-AM39 / 24r (2) - D-As290 / 29r;
Conc_4816;;;;D-AM39 / 24v - D-As290 / 33r;
Conc_4817;;;;D-AM39 / 28v - D-As290 / 69r;
Conc_4818;;;;A-SaeMus17 / 7r (1) - A-Ssp01 / 26 - D-AM39 / 31v - D-B40179 / 23v - A-Gl1869 / 28v (3) - D-Hs3242 / 8v (2);
Conc_4819;;;;A-SaeMus17 / 5r - A-Ssp01 / 14 - D-B40179 / 20v - D-KA1272-1 / 16v - D-Hs3242 / 4v (1) - D-Mbs504 / 58;
Conc_4820;;;;D-AM39 / 33r - D-B40179 / 24v - CZ-Bm27750 / 35v (1);
Conc_4821;;;;D-AM39 / 36r (2);cf. Conc_4942
Conc_4822;;;;A-SaeMus17 / 10r - A-Ssp01 / 27 (1) - D-AM39 / 38r - D-B40179 / 21r;
Conc_4823;;;;D-AM39 / 46v - D-As509 / 64;
Conc_4824;;;;A-SaeMus17 / 66v (1) - D-B40179 / 43r - A-Gl1869 / 50r - D-AM39 / 47r;
Conc_4825;;;;D-AM39 / 48v - CZ-Bsa296E6k139 / 134;
Conc_4826;;;;CZ-Bm27750 / 46r (2) - D-AM39 / 32r - D-As290 / 22v;
Conc_4827;;;;D-AM39 / 54r - D-AM39 / 84v;
Conc_4828;;;;D-AM39 / 55r - A-SB1732 / 7r;
Conc_4829;;;;D-AM39 / 57r - D-As290 / 14r;
Conc_4830;;;;D-AM39 / 57v (1) - D-Hs3242 / 50v (2) - A-SB1732 / 5r;
Conc_4831;;;;D-AM39 / 59r - D-As290 / 25v - D-Hs3242 / 57v (2);
Conc_4832;;;;D-AM39 / 61r - D-B40179 / 3v;
Conc_4833;;;;D-AM39 / 63r;cf. D-LEm12-18 / 6 - Denkmäler der Tonkunst in Österreich 121 p. 51 - Pirker IV p. 245
Conc_4834;;;;D-AM39 / 63v (2) - D-B40179 / 3r - A-Gl1869 / 8v;
Conc_4835;;;;D-AM39 / 65v - D-As509 / 34;
Conc_4836;;;;D-AM39 / 88v - D-AM39 / 90v;
Conc_4837;;;;D-AM39 / 98v - D-As290 / 1v - D-B40179 / 6v;
Conc_4838;;;;CZ-Bm20545 / 8v (2) - D-AM39 / 110v - D-Hs3242 / 4r;
Conc_4839;;;;D-AM39 / 111v (1) - D-As290 / 14v (1);
Conc_4840;;;;D-AM39 / 69v - CZ-Bm27750 / 28v;
Conc_4841;;;;D-As290 / 6r - D-As290 / 15v (1);
Conc_4842;;;;D-As290 / 15v (2) - D-As290 / 25r;
Conc_4843;;;;D-As290 / 17r - D-B40179 / 48v;
Conc_4844;;;;D-As290 / 17v (2) - D-As290 / 45r - D-B40179 / 8v;cf. Conc_4864
Conc_4845;;;;D-As290 / 23v;cf. Pirker II p. 69 (n.142)
Conc_4846;;;;D-As290 / 24r;cf. Pirker I p. 323 (n.650)
Conc_4847;;;;D-As290 / 40v - D-Mbs504 / 59 (3);
Conc_4848;;;;D-As290 / 41r;cf. Pirker I p. 248 (n.482)
Conc_4849;Brescianello;;;D-Dl2364-V-1 / 47r - D-Dl2364-V-2 / 117;
Conc_4850;;;;A-Ssp01 / 104 - B-Bc5619 / 17v - CZ-Bm27750 / 15r (1) - D-As290 / 78v - D-KA1272-2 / 38r;
Conc_4851;;;;D-As290 / 88v - D-B40179 / 64v - D-KA1272-2 / 36v;
Conc_4852;;;;A-SaeMus17 / 33v - A-Ssp01 / 129 - B-Bc5619 / 9r - CZ-Bm27750 / 14r (2) - D-As290 / 102v - D-KA1215 / 9 - D-KA1272-2 / 37r - D-KA2838 / 33;
Conc_4853;;;;D-As290 / 143v - D-KA1272-1 / 70r - D-KA1272-2 / 27r;
Conc_4854;;;;B-Bc5619 / 15r - D-As290 / 144r - D-Hs3242 / 23v - D-KA1215 / 11 - D-KA2838 / 5 (2);
Conc_4855;;;;A-Gl1869 / 28r (2) - D-As290 / 144v;
Conc_4856;;;;B-Bc5619 / 50v (2) - D-As290 / 146v;
Conc_4857;;;;D-As509 / 40 - D-MT4094 / 9r (3);cf. Pirker 1 p. 63 (n.127)
Conc_4858;;;;D-As509 / 43 - D-B40179 / 53v (1) - I-VillaLagarina / 5r (3);
Conc_4859;;;;D-LEm12-18 / 10 (Mand) - D-Ngm25461-2 / 8v;
Conc_4860;Brescianello;;;D-As509 / 132 (2, mand) - D-Dl2364-V-1 / 46v - D-Dl2364-V-2 / 116;
Conc_4861;;;;D-As509 / 140 - CZ-Bsa296E6k139 / 122 - CZ-Bm27750 / 78v;
Conc_4862;;;;D-B40179 / 1r - D-Hs3242 / 3r (4);
Conc_4863;Brescianello;;;D-B40179 / 5r - D-Dl2364-V-1 / 27v - D-Dl2364-V-2 / 72 - D-KA1272-2 / 10v (2);
Conc_4864;;;;D-B40179 / 8r (2);Cf. Conc_4844
Conc_4865;;;;D-B40179 / 12 - D-Mbs504 / 75 (2);
Conc_4866;;;;D-B40179 / 27v (2) - D-B40179 / 28r (2);
Conc_4867;;;;D-B40179 / 29r;cf. Pirker I p. 63 (n.127)
Conc_4868;;;;D-B40179 / 34v - I-VillaLagarina / 7v (2) - I-VillaLagarina / 15v (2);
Conc_4869;;;;D-B40179 / 38r - CZ-Bsa296E6k139 / 47;
Conc_4870;;;;D-B40179 / 50v (2) - D-Dl2806-V-4 / 18 (3);
Conc_4871;;;;A-Ssp01 / 97 - B-Bc5619 / 19v (2) - D-B40179 / 63v;
Conc_4872;;;;CZ-Bm27750 / 34v (1) - CZ-Bsa296E6k139 / 152;
Conc_4873;;;;D-B40179 / 68v (2) - D-B40179 / 69r;
Conc_4874;;;;A-Egger1766 / 51v (1) - A-KR133_II / 27-2v;
Conc_4875;;;;CZ-Bm20545 / 5r (3) - CZ-Bm20545 / 5v (2);
Conc_4876;;;;CZ-Bm20545 / 6r (2) - CZ-Bm27750 / 16r (1);
Conc_4877;;;;CZ-Bm20545 / 14r (1) - CZ-Bm20545 / 16v (1);
Conc_4878;;;;A-Gl1869 / 44r (1) - CZ-Bm20545 / 18r (1);
Conc_4879;;;;CZ-Bm20545 / 18r (2) - PL-Kj40146 / 20v (1);
Conc_4880;;;;CZ-Bm20545 / 21r (1) - PL-Kj40146 / 24v (2);
Conc_4881;;;;A-SaeMus17 / 36v (1) - B-Bc5619 / 97r - CZ-Bm27750 / 5v (2);
Conc_4882;;;;CZ-Bm27750 / 7v (3);cf. Conc_4884
Conc_4883;;;;CZ-Bsa296E6k139 / 51 - CZ-Bm27750 / 9r (1);
Conc_4884;;;;CZ-Bsa296E6k139 / 66;cf. Conc_4882
Conc_4885;;;;CZ-Bsa296E6k139 / 151 - CZ-Bm27750 / 11r (2);
Conc_4886;;;;A-Ssp01 / 71 - CZ-Bm27750 / 12v (1) - D-Hs3242 / 20v - D-KA1272-2 / 25v;
Conc_4887;;;;CZ-Bsa296E6k139 / 50 - CZ-Bm27750 / 12v (2);
Conc_4888;;;;CZ-Bsa296E6k139 / 60 - CZ-Bm27750 / 13r (1);
Conc_4889;;;;A-Gl1869 / 10v (2) - CZ-Bm27750 / 13r (2);
Conc_4890;;;;A-SaeMus17 / 50v - A-Ssp01 / 131;
Conc_4891;;;;CZ-Bm27750 / 15v (2) - D-KA1272-2 / 42v (2);
Conc_4892;;;;CZ-Bsa296E6k139 / 149 - CZ-Bm27750 / 16v (2);
Conc_4893;;;;CZ-Bsa296E6k139 / 133 - CZ-Bm27750 / 19r (1) - B-Bc5619 / 61v - D-KA1272-1 / 146v - D-Hs3242 / 27r (1) - A-SB1732 / 3r;
Conc_4894;;;;CZ-Bsa296E6k139 / 2 - CZ-Bm27750 / 19r (2);
Conc_4895;;;;CZ-Bm27750 / 19v (2) - D-KA1272-2 / 46r;
Conc_4896;;;;A-Gl1869 / 18v (2) - CZ-Bm27750 / 20r (1) - D-KA1272-1 / 155v (1);
Conc_4897;;;;CZ-Bsa296E6k139 / 126 - CZ-Bm27750 / 21r (1);
Conc_4898;;;;CZ-Bsa296E6k139 / 112 - CZ-Bm27750 / 21v (1);
Conc_4899;;;;CZ-Bsa296E6k139 / 105 - CZ-Bm27750 / 21v (2) - CZ-Bm27750 / 46v (2);
Conc_4900;;;;CZ-Bsa296E6k139 / 116 - CZ-Bm27750 / 21v (2);
Conc_4901;;;;CZ-Bsa296E6k139 / 120 - CZ-Bm27750 / 22r (1);
Conc_4902;;;;CZ-Bsa296E6k139 / 106 - CZ-Bm27750 / 22r (2);
Conc_4903;;;;A-SaeMus17 / 35r - A-Ssp01 / 127 - CZ-Bm27750 / 22v (1) - D-AM39 / 52v - D-KA1272-1 / 151v - D-KA1272-2 / 30v;
Conc_4904;;;;CZ-Bm189 / 92v - CZ-Bm27750 / 22v (2);
Conc_4905;;;;CZ-Bsa296E6k139 / 150 (2) - CZ-Bm27750 / 25r (1) - D-KA1272-1 / 89v;
Conc_4906;;;;CZ-Bsa296E6k139 / 7 - CZ-Bsa296E6k139 / 15 - CZ-Bm27750 / 26r;
Conc_4907;;;;CZ-Bsa296E6k139 / 4 - CZ-Bm27750 / 26v;
Conc_4908;;;;CZ-Bsa296E6k139 / 71 - CZ-Bm27750 / 27v (1);
Conc_4909;;;;A-Egger1766 / 50v - A-KR133_II / 27-1v;
Conc_4910;;;;CZ-Bsa296E6k139 / 10 - CZ-Bm27750 / 29v (2);
Conc_4911;;;;CZ-Bsa296E6k139 / 85 - CZ-Bm27750 / 30r (1);
Conc_4912;;;;CZ-Bsa296E6k139 / 70 - CZ-Bm27750 / 30r (2);
Conc_4913;;;;CZ-Bsa296E6k139 / 68 - CZ-Bm27750 / 30v (2);
Conc_4914;;;;CZ-Bsa296E6k139 / 80 - CZ-Bm27750 / 31r;
Conc_4915;;;;CZ-Bsa296E6k139 / 28 - CZ-Bm27750 / 31v (2);
Conc_4916;Schiffelholtz;;;CZ-Bsa296E6k139 / 154 - CZ-Bm27750 / 33v (2) - D-B40179 / 21v - D-Dl2806-V-4 / 17 (2) - D-KA1272-1 / 30v;
